Currency;CurrencyCd;ReportDate;Valuation
United Kingdom Pound;gbp;06NOV2009;11.57150
Danish Krone;dkk;09NOV2014;1.24133
Norwegian Kroner;nok;07JAN2010;1.24570
Australian Dollar;aud;08NOV2020;6.59509
Australian Dollar;aud;07SEP2010;6.67088
United Kingdom Pound;gbp;10MAY2006;13.58520
Australian Dollar;aud;10OCT2019;6.59509
United Kingdom Pound;gbp;04APR2020;12.03519
Norwegian Kroner;nok;04AUG2010;1.18891
Danish Krone;dkk;04JUL2017;1.30164
US Dollar;usd;03JUN2014;6.67290
Danish Krone;dkk;03JAN2012;1.19972
Euro;eur;04JUN2008;9.34680
Australian Dollar;aud;07OCT2011;6.65821
Euro;eur;01JAN2019;10.26650
Danish Krone;dkk;09FEB2012;1.18587
Danish Krone;dkk;04JAN2011;1.19912
Euro;eur;07APR2017;9.62080
Euro;eur;10FEB2011;8.82709
US Dollar;usd;04MAY2018;8.84560
Australian Dollar;aud;09NOV2020;6.59509
Danish Krone;dkk;09JUN2016;1.24324
Australian Dollar;aud;06SEP2006;5.58271
United Kingdom Pound;gbp;07AUG2010;11.26760
Australian Dollar;aud;09SEP2010;6.72535
Danish Krone;dkk;10MAR2019;1.42398
Norwegian Kroner;nok;04AUG2008;1.18097
Norwegian Kroner;nok;06JUL2017;1.01047
United Kingdom Pound;gbp;01SEP2015;12.94420
United Kingdom Pound;gbp;04FEB2017;10.93639
United Kingdom Pound;gbp;01JUL2020;12.03519
US Dollar;usd;09JAN2012;6.93370
Euro;eur;05JUL2017;9.63818
Australian Dollar;aud;01APR2018;6.40370
Euro;eur;07JUL2019;10.58099
Euro;eur;01NOV2016;9.87808
Danish Krone;dkk;03MAY2016;1.23726
Norwegian Kroner;nok;03MAY2016;0.98861
Danish Krone;dkk;07JAN2007;1.21736
Australian Dollar;aud;09NOV2016;6.96969
Danish Krone;dkk;03SEP2006;1.25136
United Kingdom Pound;gbp;05JAN2013;10.49700
Norwegian Kroner;nok;10MAR2012;1.19217
Euro;eur;07JAN2010;10.19660
Australian Dollar;aud;06DEC2009;6.36318
United Kingdom Pound;gbp;07DEC2012;10.68630
Australian Dollar;aud;09MAY2006;5.64158
US Dollar;usd;10SEP2019;9.71260
Euro;eur;10FEB2016;9.50448
Danish Krone;dkk;06OCT2010;1.25111
Norwegian Kroner;nok;03NOV2017;1.03207
Danish Krone;dkk;10SEP2011;1.19460
Norwegian Kroner;nok;09MAR2017;1.05176
United Kingdom Pound;gbp;10SEP2012;10.59500
Danish Krone;dkk;07JUN2019;1.42494
Euro;eur;05JAN2013;8.53554
United Kingdom Pound;gbp;06SEP2006;13.71430
US Dollar;usd;07JAN2007;6.93300
United Kingdom Pound;gbp;08JUL2010;11.40500
Danish Krone;dkk;04MAR2013;1.12444
Danish Krone;dkk;07JUL2013;1.16504
US Dollar;usd;10FEB2009;8.11365
Danish Krone;dkk;09DEC2008;1.41476
Norwegian Kroner;nok;09DEC2019;1.07457
Norwegian Kroner;nok;01MAR2006;1.18016
Euro;eur;06SEP2012;8.49249
Euro;eur;03JAN2011;8.94918
Norwegian Kroner;nok;01SEP2006;1.15206
Norwegian Kroner;nok;06JUL2016;1.01035
United Kingdom Pound;gbp;02FEB2010;11.58180
Norwegian Kroner;nok;09MAR2018;1.05669
Norwegian Kroner;nok;06JAN2017;1.05741
US Dollar;usd;08FEB2008;6.49360
Euro;eur;05APR2015;9.36511
Australian Dollar;aud;08OCT2015;5.93019
Norwegian Kroner;nok;09JUN2017;1.02581
Australian Dollar;aud;08SEP2006;5.54768
United Kingdom Pound;gbp;09DEC2011;10.55080
Danish Krone;dkk;10FEB2011;1.18411
Euro;eur;10MAY2018;10.37795
Euro;eur;10AUG2020;10.67285
US Dollar;usd;05APR2020;9.73445
Euro;eur;04MAR2011;8.85632
Australian Dollar;aud;07DEC2017;6.36387
US Dollar;usd;08FEB2006;7.75600
United Kingdom Pound;gbp;04APR2016;11.59589
Euro;eur;01MAY2012;8.92156
United Kingdom Pound;gbp;08FEB2019;11.98357
Euro;eur;08DEC2016;9.73254
Norwegian Kroner;nok;10MAR2011;1.13139
Australian Dollar;aud;09OCT2011;6.65821
US Dollar;usd;09DEC2008;8.18865
Euro;eur;10FEB2006;9.27641
Euro;eur;08FEB2014;8.83176
Danish Krone;dkk;08JAN2020;1.42985
United Kingdom Pound;gbp;10JUL2009;12.79780
Danish Krone;dkk;06MAY2012;1.19857
Australian Dollar;aud;01JAN2019;6.31900
Danish Krone;dkk;10APR2013;1.12071
Danish Krone;dkk;01JAN2015;1.27340
Euro;eur;10DEC2008;10.54000
Danish Krone;dkk;01JUN2013;1.15323
United Kingdom Pound;gbp;02AUG2015;13.34090
US Dollar;usd;08SEP2012;6.62070
Euro;eur;08SEP2009;10.20250
Euro;eur;05JAN2018;9.82672
Norwegian Kroner;nok;09SEP2019;1.08080
Norwegian Kroner;nok;01DEC2007;1.15344
Norwegian Kroner;nok;04MAY2007;1.12816
US Dollar;usd;07JUN2020;9.73445
United Kingdom Pound;gbp;02AUG2019;11.70930
US Dollar;usd;02JUL2008;5.97120
Danish Krone;dkk;03OCT2014;1.22425
Norwegian Kroner;nok;01SEP2008;1.18754
Norwegian Kroner;nok;01JUN2007;1.14906
Euro;eur;04JUN2013;8.56899
Euro;eur;03NOV2008;9.82944
Norwegian Kroner;nok;06OCT2019;1.07457
Danish Krone;dkk;07SEP2015;1.26398
Norwegian Kroner;nok;09SEP2018;1.07491
Norwegian Kroner;nok;10SEP2011;1.18024
Danish Krone;dkk;09APR2014;1.20355
Australian Dollar;aud;07NOV2008;5.28505
Danish Krone;dkk;02SEP2007;1.25963
Danish Krone;dkk;08APR2016;1.24762
United Kingdom Pound;gbp;03JAN2006;13.57990
Norwegian Kroner;nok;07OCT2009;1.23168
Norwegian Kroner;nok;07OCT2011;1.16710
United Kingdom Pound;gbp;04APR2012;10.66380
Norwegian Kroner;nok;04MAY2006;1.20115
United Kingdom Pound;gbp;03JUL2019;11.71377
United Kingdom Pound;gbp;07MAR2019;12.32768
United Kingdom Pound;gbp;04JUN2015;12.69139
United Kingdom Pound;gbp;10NOV2011;10.64270
United Kingdom Pound;gbp;06APR2019;12.09593
Euro;eur;01MAY2007;9.13216
Euro;eur;03AUG2011;9.06844
United Kingdom Pound;gbp;08NOV2012;10.70240
US Dollar;usd;07JAN2009;7.77355
Danish Krone;dkk;03FEB2006;1.24183
Norwegian Kroner;nok;09SEP2020;1.07457
US Dollar;usd;09JAN2008;6.41560
Norwegian Kroner;nok;10JUN2010;1.21547
Danish Krone;dkk;01APR2011;1.20182
Danish Krone;dkk;01FEB2009;1.42129
Euro;eur;02MAR2019;10.52364
Danish Krone;dkk;04MAY2015;1.24836
Australian Dollar;aud;10JUL2008;5.78078
US Dollar;usd;06JUL2014;6.84635
Danish Krone;dkk;01MAR2017;1.28220
Australian Dollar;aud;09JUL2008;5.74038
United Kingdom Pound;gbp;02JUN2012;11.15630
Australian Dollar;aud;09OCT2015;5.97336
Norwegian Kroner;nok;03AUG2014;1.09338
Australian Dollar;aud;07OCT2007;5.82178
US Dollar;usd;02JUL2010;7.58965
US Dollar;usd;07AUG2013;6.54370
Danish Krone;dkk;06JUN2006;1.23501
US Dollar;usd;09JAN2010;7.13835
Danish Krone;dkk;08FEB2014;1.18351
Danish Krone;dkk;10NOV2013;1.18087
Euro;eur;03NOV2018;10.30718
Danish Krone;dkk;09OCT2006;1.24458
United Kingdom Pound;gbp;04JUN2019;11.97782
US Dollar;usd;02MAR2020;9.73445
United Kingdom Pound;gbp;04FEB2009;11.96390
Euro;eur;09APR2014;8.98621
Euro;eur;09OCT2013;8.74624
Danish Krone;dkk;07DEC2011;1.21316
Euro;eur;07APR2007;9.28819
United Kingdom Pound;gbp;05JAN2017;11.17235
Euro;eur;01AUG2009;10.31240
Norwegian Kroner;nok;06APR2014;1.09054
Norwegian Kroner;nok;10MAR2010;1.21316
Euro;eur;06SEP2017;9.48747
Australian Dollar;aud;10AUG2009;6.05492
Australian Dollar;aud;01FEB2016;6.02113
Norwegian Kroner;nok;03MAY2013;1.12103
Euro;eur;08SEP2019;10.61126
US Dollar;usd;03APR2015;8.61120
Euro;eur;03AUG2006;9.20589
United Kingdom Pound;gbp;05MAY2019;12.48293
Euro;eur;02JUN2016;9.30014
Euro;eur;10DEC2013;8.99001
Euro;eur;06JUN2015;9.36097
US Dollar;usd;02DEC2019;9.73445
Danish Krone;dkk;09MAY2008;1.24602
United Kingdom Pound;gbp;03MAR2009;12.85530
Danish Krone;dkk;08AUG2020;1.42985
Euro;eur;03MAY2009;10.70210
Norwegian Kroner;nok;03FEB2015;1.08898
Norwegian Kroner;nok;07JAN2007;1.09569
Euro;eur;09JAN2012;8.83388
Euro;eur;05MAY2006;9.30941
Norwegian Kroner;nok;06APR2017;1.04653
Euro;eur;06DEC2014;9.28514
United Kingdom Pound;gbp;05MAR2016;12.05812
Euro;eur;05AUG2008;9.45833
Danish Krone;dkk;04SEP2019;1.44241
Danish Krone;dkk;01OCT2017;1.29636
US Dollar;usd;03AUG2007;6.71170
Danish Krone;dkk;07MAR2009;1.56299
United Kingdom Pound;gbp;09DEC2019;12.03519
United Kingdom Pound;gbp;01SEP2011;10.31260
Danish Krone;dkk;05FEB2018;1.32192
United Kingdom Pound;gbp;01NOV2018;11.71205
Australian Dollar;aud;10AUG2013;5.97060
United Kingdom Pound;gbp;01MAY2009;11.95230
Danish Krone;dkk;09MAR2006;1.26282
United Kingdom Pound;gbp;07AUG2006;13.64060
United Kingdom Pound;gbp;01MAR2006;13.87490
Euro;eur;06JUN2010;9.58102
Norwegian Kroner;nok;10JUN2009;1.21036
Euro;eur;08SEP2014;9.17099
Euro;eur;09APR2009;10.86660
Danish Krone;dkk;07APR2017;1.29360
Danish Krone;dkk;07OCT2009;1.38446
Norwegian Kroner;nok;01DEC2006;1.10184
Norwegian Kroner;nok;10MAR2009;1.27499
Norwegian Kroner;nok;03FEB2014;1.04313
Australian Dollar;aud;01JAN2011;6.85373
United Kingdom Pound;gbp;01JAN2007;13.43720
US Dollar;usd;04JUL2009;7.77505
Norwegian Kroner;nok;06APR2015;1.08207
Norwegian Kroner;nok;04NOV2008;1.15657
Danish Krone;dkk;10OCT2019;1.42985
Euro;eur;07NOV2007;9.24785
US Dollar;usd;03JUN2010;7.80765
Australian Dollar;aud;01FEB2012;7.22115
Euro;eur;03MAY2014;9.03702
Australian Dollar;aud;02JAN2015;6.40405
US Dollar;usd;01NOV2020;9.73445
Australian Dollar;aud;10DEC2017;6.37369
US Dollar;usd;10FEB2007;6.99420
US Dollar;usd;02MAY2011;6.00145
Australian Dollar;aud;09NOV2012;6.98938
Norwegian Kroner;nok;03NOV2015;1.00492
Norwegian Kroner;nok;03NOV2016;1.09343
Euro;eur;01MAY2017;9.62640
Danish Krone;dkk;03NOV2008;1.32041
Norwegian Kroner;nok;07APR2009;1.23485
Australian Dollar;aud;01JAN2007;5.41715
United Kingdom Pound;gbp;06FEB2016;12.27295
United Kingdom Pound;gbp;01JUL2012;10.84260
Norwegian Kroner;nok;04AUG2007;1.16248
Euro;eur;07APR2012;8.79871
Norwegian Kroner;nok;07APR2007;1.13821
Norwegian Kroner;nok;03FEB2013;1.15832
Euro;eur;04OCT2006;9.32528
Norwegian Kroner;nok;09MAR2016;0.99011
US Dollar;usd;05JUN2017;8.68430
US Dollar;usd;05JUN2015;8.34125
US Dollar;usd;07JUN2018;8.67945
Danish Krone;dkk;10JAN2017;1.28695
Norwegian Kroner;nok;06OCT2018;1.09675
Euro;eur;06MAR2008;9.37487
US Dollar;usd;09AUG2016;8.54180
Australian Dollar;aud;01MAR2017;6.92587
Norwegian Kroner;nok;10JUN2011;1.15432
United Kingdom Pound;gbp;05JUL2018;11.54960
Norwegian Kroner;nok;09JUN2018;1.08187
US Dollar;usd;10JUL2020;9.73445
US Dollar;usd;06MAY2019;9.58660
US Dollar;usd;03APR2017;8.92480
United Kingdom Pound;gbp;03MAR2013;9.68207
Danish Krone;dkk;01NOV2011;1.21758
United Kingdom Pound;gbp;10NOV2015;13.17119
Euro;eur;03FEB2007;9.07147
Norwegian Kroner;nok;07OCT2010;1.14311
Australian Dollar;aud;01MAR2013;6.58043
Danish Krone;dkk;04DEC2015;1.24297
United Kingdom Pound;gbp;10SEP2008;11.85820
Australian Dollar;aud;04JAN2019;6.34267
US Dollar;usd;09DEC2006;6.79280
Australian Dollar;aud;10JUN2007;5.90198
United Kingdom Pound;gbp;06FEB2012;10.63240
US Dollar;usd;07OCT2006;7.36330
United Kingdom Pound;gbp;07OCT2009;11.13910
United Kingdom Pound;gbp;01NOV2014;11.78920
United Kingdom Pound;gbp;09OCT2008;12.29310
US Dollar;usd;05JUN2013;6.59550
Danish Krone;dkk;10AUG2017;1.28811
Euro;eur;04MAR2016;9.35442
Norwegian Kroner;nok;07JUL2008;1.17889
United Kingdom Pound;gbp;09DEC2007;12.99550
US Dollar;usd;08SEP2010;7.26095
US Dollar;usd;06JUL2012;7.02650
Norwegian Kroner;nok;04FEB2006;1.15433
Euro;eur;01FEB2010;10.13190
US Dollar;usd;04MAY2016;8.06495
US Dollar;usd;06MAY2017;8.79450
Norwegian Kroner;nok;06JAN2014;1.06106
US Dollar;usd;06SEP2011;6.42095
Norwegian Kroner;nok;10SEP2012;1.14810
Australian Dollar;aud;10SEP2010;6.70849
United Kingdom Pound;gbp;04APR2008;11.89800
Norwegian Kroner;nok;10DEC2011;1.17321
Danish Krone;dkk;10JUL2009;1.47879
Norwegian Kroner;nok;09DEC2020;1.07457
Danish Krone;dkk;05JUN2008;1.25041
US Dollar;usd;03FEB2020;9.73445
Australian Dollar;aud;02APR2018;6.40370
Euro;eur;07JAN2020;10.67285
Euro;eur;10SEP2011;8.89574
Danish Krone;dkk;04OCT2013;1.16530
Danish Krone;dkk;06DEC2012;1.15360
US Dollar;usd;10NOV2010;6.78010
Euro;eur;10SEP2006;9.32157
US Dollar;usd;04SEP2006;7.23850
Euro;eur;01AUG2019;10.69491
Norwegian Kroner;nok;07JUL2010;1.18576
Euro;eur;01SEP2010;9.32319
United Kingdom Pound;gbp;07JAN2016;12.46391
Danish Krone;dkk;10MAY2007;1.23812
Danish Krone;dkk;04JUN2009;1.45673
United Kingdom Pound;gbp;01JUL2016;11.21668
United Kingdom Pound;gbp;02AUG2011;10.30300
US Dollar;usd;07JUN2016;8.13020
Australian Dollar;aud;01JAN2015;6.36740
Norwegian Kroner;nok;07OCT2008;1.14930
Australian Dollar;aud;01FEB2008;5.74106
Norwegian Kroner;nok;10MAR2008;1.19043
Norwegian Kroner;nok;09SEP2016;1.02779
Euro;eur;09APR2019;10.42139
United Kingdom Pound;gbp;02JUN2008;11.86070
Australian Dollar;aud;07SEP2006;5.56639
Danish Krone;dkk;08MAY2010;1.31533
US Dollar;usd;01APR2012;6.62900
United Kingdom Pound;gbp;07DEC2008;12.27320
US Dollar;usd;06SEP2009;7.24375
US Dollar;usd;10SEP2017;7.93600
Norwegian Kroner;nok;02FEB2019;1.07206
US Dollar;usd;02JUL2006;7.21800
Danish Krone;dkk;02JAN2014;1.18936
Euro;eur;06JUN2020;10.67285
Euro;eur;03NOV2013;8.80892
Norwegian Kroner;nok;09JUN2015;1.06934
Danish Krone;dkk;02JUL2020;1.42985
United Kingdom Pound;gbp;05MAR2008;12.22660
Danish Krone;dkk;09JAN2019;1.37156
US Dollar;usd;05AUG2010;7.12470
US Dollar;usd;09AUG2018;8.96745
US Dollar;usd;08JUL2017;8.43455
Australian Dollar;aud;07DEC2009;6.42314
Norwegian Kroner;nok;09DEC2017;1.01999
Australian Dollar;aud;01APR2014;5.96641
Norwegian Kroner;nok;07JAN2008;1.18876
Australian Dollar;aud;10NOV2016;6.90527
US Dollar;usd;08NOV2009;6.97900
US Dollar;usd;03APR2013;6.48690
Australian Dollar;aud;02FEB2012;7.23949
Norwegian Kroner;nok;06OCT2015;0.99567
US Dollar;usd;10SEP2013;6.54825
US Dollar;usd;04JUL2007;6.72310
Norwegian Kroner;nok;06OCT2016;1.07254
US Dollar;usd;02MAR2018;8.26735
Australian Dollar;aud;09AUG2009;6.01946
Australian Dollar;aud;10NOV2012;6.98938
Euro;eur;03FEB2012;8.80691
Danish Krone;dkk;04AUG2011;1.23097
Norwegian Kroner;nok;02FEB2020;1.07457
Norwegian Kroner;nok;10DEC2013;1.06964
US Dollar;usd;08SEP2014;7.08595
Euro;eur;07AUG2010;9.38852
US Dollar;usd;02MAY2009;8.06610
Euro;eur;03AUG2016;9.53226
United Kingdom Pound;gbp;05JAN2009;11.44230
Norwegian Kroner;nok;04NOV2009;1.23637
Australian Dollar;aud;09SEP2006;5.54768
Euro;eur;06MAR2018;10.19387
Norwegian Kroner;nok;09DEC2018;1.06223
United Kingdom Pound;gbp;06APR2015;12.75965
United Kingdom Pound;gbp;02OCT2018;11.67924
Danish Krone;dkk;01DEC2019;1.42985
Norwegian Kroner;nok;07JAN2009;1.12923
US Dollar;usd;10NOV2008;7.77900
United Kingdom Pound;gbp;01NOV2010;10.73440
Danish Krone;dkk;05MAR2012;1.18955
Euro;eur;10DEC2018;10.32351
United Kingdom Pound;gbp;08NOV2008;12.37980
United Kingdom Pound;gbp;02FEB2006;13.66870
United Kingdom Pound;gbp;03JAN2010;11.48080
Norwegian Kroner;nok;03AUG2013;1.11223
United Kingdom Pound;gbp;08APR2018;11.80835
Norwegian Kroner;nok;04NOV2007;1.17958
Norwegian Kroner;nok;02AUG2020;1.07457
Norwegian Kroner;nok;10SEP2010;1.17063
United Kingdom Pound;gbp;01SEP2007;13.84890
Danish Krone;dkk;07MAY2011;1.20731
Norwegian Kroner;nok;03MAY2014;1.09755
Euro;eur;05NOV2010;9.31543
Euro;eur;10SEP2016;9.52480
United Kingdom Pound;gbp;02APR2009;11.85520
Australian Dollar;aud;09DEC2017;6.37369
Euro;eur;08DEC2011;9.03866
United Kingdom Pound;gbp;04DEC2020;12.03519
Euro;eur;02APR2010;9.72551
Danish Krone;dkk;01SEP2009;1.37663
Danish Krone;dkk;02JUN2012;1.20886
Australian Dollar;aud;02MAY2019;6.69289
United Kingdom Pound;gbp;01JUL2008;11.96250
Norwegian Kroner;nok;06JUL2014;1.10699
United Kingdom Pound;gbp;05SEP2017;10.33951
Australian Dollar;aud;01JUN2020;6.59509
US Dollar;usd;07AUG2011;6.47685
US Dollar;usd;08NOV2007;6.29575
Australian Dollar;aud;08DEC2013;5.93187
Danish Krone;dkk;06JAN2009;1.43979
Danish Krone;dkk;05APR2006;1.25193
Euro;eur;09AUG2007;9.28178
United Kingdom Pound;gbp;06APR2011;10.26390
Danish Krone;dkk;05APR2020;1.42985
US Dollar;usd;04MAY2012;6.77635
Danish Krone;dkk;01JUL2007;1.24258
Danish Krone;dkk;05JAN2010;1.37130
Australian Dollar;aud;08OCT2007;5.83097
United Kingdom Pound;gbp;10FEB2018;11.18571
US Dollar;usd;04MAY2014;6.53885
Norwegian Kroner;nok;06JAN2013;1.16830
Australian Dollar;aud;09NOV2008;5.28505
Danish Krone;dkk;05SEP2018;1.41374
Australian Dollar;aud;03FEB2020;6.59509
Norwegian Kroner;nok;07JUL2009;1.21623
Norwegian Kroner;nok;01DEC2008;1.16897
Euro;eur;04JUN2018;10.25252
United Kingdom Pound;gbp;03JUL2007;13.65460
Australian Dollar;aud;03FEB2016;6.02560
Norwegian Kroner;nok;09MAR2015;1.07098
Norwegian Kroner;nok;10DEC2010;1.14924
Australian Dollar;aud;03JAN2015;6.40405
Australian Dollar;aud;09OCT2007;5.84422
Norwegian Kroner;nok;02MAY2020;1.07457
US Dollar;usd;10SEP2015;8.38095
US Dollar;usd;02MAY2013;6.52100
Australian Dollar;aud;02JAN2011;6.85373
Euro;eur;09JAN2007;9.10282
United Kingdom Pound;gbp;03MAY2012;10.91820
Norwegian Kroner;nok;04FEB2007;1.11577
US Dollar;usd;02JAN2019;8.99430
US Dollar;usd;10JUL2018;8.76625
Danish Krone;dkk;05JUL2016;1.26822
United Kingdom Pound;gbp;10NOV2007;13.26290
Danish Krone;dkk;02MAY2018;1.42647
Euro;eur;05NOV2015;9.38760
Norwegian Kroner;nok;07APR2008;1.17651
US Dollar;usd;09OCT2013;6.47390
Euro;eur;09NOV2009;10.28330
US Dollar;usd;05APR2018;8.41670
Euro;eur;08JUN2012;8.95764
United Kingdom Pound;gbp;08FEB2015;12.71565
United Kingdom Pound;gbp;09JAN2015;12.16099
Norwegian Kroner;nok;09SEP2017;1.02680
Danish Krone;dkk;07NOV2017;1.31069
US Dollar;usd;01NOV2018;9.04510
Danish Krone;dkk;06APR2019;1.39682
United Kingdom Pound;gbp;04JUN2011;10.08370
Danish Krone;dkk;08MAR2008;1.26087
Norwegian Kroner;nok;03NOV2014;1.08851
Euro;eur;07JAN2015;9.41051
Australian Dollar;aud;02JUN2020;6.59509
Euro;eur;02OCT2019;10.67285
Norwegian Kroner;nok;03FEB2011;1.12784
Danish Krone;dkk;02DEC2018;1.38202
Australian Dollar;aud;03JAN2019;6.31274
US Dollar;usd;09OCT2011;6.75960
US Dollar;usd;06SEP2007;6.82360
Euro;eur;02OCT2009;10.25610
Euro;eur;09OCT2018;10.47017
United Kingdom Pound;gbp;08APR2014;10.88270
Australian Dollar;aud;01MAY2015;6.58469
United Kingdom Pound;gbp;03SEP2018;11.71525
US Dollar;usd;04DEC2020;9.73445
Norwegian Kroner;nok;03NOV2013;1.09420
Euro;eur;07NOV2012;8.55835
Australian Dollar;aud;08NOV2012;6.97902
Euro;eur;10MAR2007;9.29833
US Dollar;usd;02MAR2016;8.62340
United Kingdom Pound;gbp;07JAN2012;10.70660
Australian Dollar;aud;02MAR2013;6.58043
Danish Krone;dkk;05AUG2010;1.25977
United Kingdom Pound;gbp;03JUL2015;13.19738
Euro;eur;08JUN2007;9.35028
Norwegian Kroner;nok;10JUN2008;1.17274
Australian Dollar;aud;04FEB2020;6.59509
Norwegian Kroner;nok;03MAY2012;1.17596
Australian Dollar;aud;08DEC2009;6.47172
United Kingdom Pound;gbp;03NOV2013;10.40140
US Dollar;usd;09JUN2019;9.40075
Euro;eur;04OCT2016;9.60101
US Dollar;usd;08SEP2008;6.66340
Norwegian Kroner;nok;06OCT2017;1.01586
Euro;eur;07AUG2020;10.67285
Norwegian Kroner;nok;07JAN2006;1.17499
Euro;eur;06MAR2013;8.32106
US Dollar;usd;03FEB2018;7.90020
US Dollar;usd;01APR2010;7.20675
United Kingdom Pound;gbp;05MAY2015;12.70513
Euro;eur;08MAR2015;9.19474
Euro;eur;08MAR2020;10.67285
United Kingdom Pound;gbp;07JAN2008;12.55880
Danish Krone;dkk;08AUG2006;1.23136
United Kingdom Pound;gbp;02OCT2014;11.61041
Danish Krone;dkk;02MAR2016;1.25246
Euro;eur;06DEC2019;10.67285
Danish Krone;dkk;02FEB2008;1.26812
Australian Dollar;aud;02FEB2016;6.03455
Norwegian Kroner;nok;02AUG2018;1.07888
United Kingdom Pound;gbp;04AUG2010;11.33390
Australian Dollar;aud;03JAN2011;6.84331
US Dollar;usd;08JUL2019;9.45140
Norwegian Kroner;nok;02FEB2018;1.02440
Euro;eur;09JAN2017;9.57066
United Kingdom Pound;gbp;09MAY2017;11.48882
Norwegian Kroner;nok;07JUL2006;1.14776
United Kingdom Pound;gbp;02DEC2017;11.26779
US Dollar;usd;08MAY2020;9.73445
Danish Krone;dkk;01AUG2015;1.26768
Danish Krone;dkk;04APR2007;1.25007
US Dollar;usd;03JUN2012;7.23800
US Dollar;usd;02MAR2014;6.41500
Australian Dollar;aud;01MAR2009;5.76067
Norwegian Kroner;nok;02FEB2017;1.06293
United Kingdom Pound;gbp;06OCT2020;12.03519
Australian Dollar;aud;10OCT2007;5.81432
US Dollar;usd;09AUG2014;6.90470
US Dollar;usd;07JUN2014;6.64550
United Kingdom Pound;gbp;04AUG2018;11.58700
United Kingdom Pound;gbp;09JAN2019;11.36205
Australian Dollar;aud;01APR2010;6.61724
Danish Krone;dkk;06MAY2013;1.14720
US Dollar;usd;08JUL2015;8.49460
United Kingdom Pound;gbp;06FEB2008;12.62930
Danish Krone;dkk;05NOV2020;1.42985
Australian Dollar;aud;08OCT2011;6.65821
Norwegian Kroner;nok;10DEC2012;1.17818
Euro;eur;03MAY2019;10.69111
Australian Dollar;aud;02JAN2007;5.41418
Danish Krone;dkk;06FEB2017;1.27513
Euro;eur;07NOV2017;9.75465
Australian Dollar;aud;10NOV2008;5.36634
Danish Krone;dkk;10JAN2018;1.31629
Euro;eur;06OCT2013;8.69340
United Kingdom Pound;gbp;06JUN2018;11.71077
United Kingdom Pound;gbp;03NOV2017;11.00959
Euro;eur;02OCT2014;9.10141
Euro;eur;01FEB2015;9.33220
Norwegian Kroner;nok;09JUN2016;1.00084
Danish Krone;dkk;09APR2015;1.25090
United Kingdom Pound;gbp;03MAY2008;11.97340
Euro;eur;06OCT2008;9.75037
Australian Dollar;aud;10OCT2011;6.64534
United Kingdom Pound;gbp;05MAR2012;10.61630
Australian Dollar;aud;03MAR2017;6.82904
Danish Krone;dkk;06NOV2019;1.42985
United Kingdom Pound;gbp;04AUG2014;11.60083
Danish Krone;dkk;02AUG2014;1.23609
US Dollar;usd;09JUN2017;8.72265
US Dollar;usd;01NOV2016;8.94470
Norwegian Kroner;nok;06APR2013;1.12694
US Dollar;usd;04MAR2017;9.02655
Euro;eur;05AUG2018;10.31436
Norwegian Kroner;nok;09SEP2015;1.02421
Euro;eur;10JUN2019;10.63456
Norwegian Kroner;nok;05JAN2019;1.04024
US Dollar;usd;08JUL2013;6.80935
Australian Dollar;aud;03FEB2012;7.22275
Danish Krone;dkk;08SEP2014;1.23163
Danish Krone;dkk;03JAN2013;1.14573
Danish Krone;dkk;02JUL2006;1.23479
Australian Dollar;aud;09DEC2009;6.46479
Danish Krone;dkk;06SEP2017;1.27485
Danish Krone;dkk;03MAR2015;1.24161
United Kingdom Pound;gbp;02AUG2007;13.71490
Danish Krone;dkk;10DEC2007;1.26102
United Kingdom Pound;gbp;06APR2007;13.63590
United Kingdom Pound;gbp;02DEC2013;10.72680
Australian Dollar;aud;08NOV2008;5.28505
US Dollar;usd;02MAY2007;6.72200
Norwegian Kroner;nok;04NOV2006;1.11182
Norwegian Kroner;nok;02MAY2019;1.09892
United Kingdom Pound;gbp;10APR2017;11.25325
Australian Dollar;aud;01MAY2011;6.57890
Norwegian Kroner;nok;07OCT2007;1.19656
US Dollar;usd;02DEC2017;8.36945
United Kingdom Pound;gbp;07MAY2018;11.94800
US Dollar;usd;05AUG2006;7.14200
United Kingdom Pound;gbp;06AUG2017;10.63117
Norwegian Kroner;nok;03AUG2012;1.12365
Euro;eur;10MAR2012;8.91173
Norwegian Kroner;nok;02NOV2020;1.07457
United Kingdom Pound;gbp;06AUG2013;10.07620
United Kingdom Pound;gbp;09JAN2011;10.69380
Euro;eur;05FEB2009;10.64880
US Dollar;usd;03JUN2008;6.05810
Norwegian Kroner;nok;05JAN2020;1.07457
Euro;eur;02JUL2007;9.24813
Danish Krone;dkk;08JUN2018;1.37788
Australian Dollar;aud;02FEB2008;5.74106
Danish Krone;dkk;02NOV2010;1.24981
Australian Dollar;aud;04FEB2016;6.05034
United Kingdom Pound;gbp;03SEP2010;11.18000
Euro;eur;02JUL2017;9.61890
Danish Krone;dkk;01MAR2018;1.35772
United Kingdom Pound;gbp;07MAR2011;10.28620
Australian Dollar;aud;03MAY2019;6.70833
Euro;eur;05DEC2006;9.05442
Euro;eur;03DEC2019;10.67285
Euro;eur;07MAY2008;9.30486
United Kingdom Pound;gbp;05JUL2014;11.74320
Danish Krone;dkk;04FEB2020;1.42985
Norwegian Kroner;nok;10MAR2006;1.17469
Danish Krone;dkk;10APR2014;1.21283
